Department,年級,編號,班別,科目名稱,任課教授,上課時數正課/實驗實習/書報討論,學分,選必,上課時間,上課地點,限修人數,開課學制
數學所,1,2405010,1,實變函數(二)Real Analysis (II),徐淑裕,3  3/0/0,3,必修,一E 三E,數學館308B,0,碩士班課程
數學所,1,2405305,1,代數拓樸（一）Algebraic Topology (I),樊貴文,3  3/0/0,3,選修,二B 四B,數學館308A,0,碩士班課程
數學所,1,2405402,1,代數通論（二）Topics in Algebra (II),廖文欽,3  3/0/0,3,必修,二F 四F,數學館308A,0,碩士班課程
數學所,1,2405411,1,應用代數Applied Abstract Algebra,江謝宏任,3  3/0/0,3,選修,二F 四F,數學館308B,0,碩士班課程
數學所,1,2408806,1,論文選讀Literature Readings,樊貴文,2  2/0/0,2,必修,"二4,5",數學館308A,0,碩博合開
