,年級,編號,班別,科目名稱,任課教授,上課時數正課/實驗實習/書報討論,學分,選必,上課時間,上課地點,限修人數,開課學制
0,1,2015007,1,高等環境微生物Advanced environmental microbiology (全英語授課/English-taught),許昺慕,3  3/0/0,3,選修,"一9,10,11",地震館303,0,碩博合開
1,1,2015008,1,高等孢粉與環境Palynology and Environment (全英語授課/English-taught),汪良奇,3  3/0/0,3,選修,"五C,D",地震館107,0,碩博合開
2,1,2015009,1,高等環境土壤學Advanced environmental and soil sciences (全英語授課/English-taught),陳建易,3  3/0/0,3,選修,"二4,5,6",數學館106,0,碩博合開
