,年級,編號,班別,科目名稱,任課教授,上課時數正課/實驗實習/書報討論,學分,選必,上課時間,上課地點,限修人數,開課學制
0,1,5455005,1,研究方法Research Methods,莊世杰 鄭祥麟 蘇宏仁,3  3/0/0,3,必修,"二3,4,5",管理學院454,0,碩士班課程
1,1,5455042,1,網路行銷Internet Marketing,蘇宏仁,3  3/0/0,3,選修,"三7,8,9",管理學院441研討室,0,碩士班課程
2,1,5455044,1,服務業行銷Marketing for Services,曾光華,3  3/0/0,3,選修,"一4,5,6",管理學院441研討室,30,碩士班課程
3,1,5455055,1,廣告管理Advertising Management,莊世杰,3  3/0/0,3,選修,"四3,4,5",管理學院441研討室,0,碩博合開
4,1,5455066,1,通路管理Channel Management,游蓓怡,3  3/0/0,3,選修,"三3,4,5",管理學院441研討室,0,碩博合開
